sequencing_batch_id	species_code	era	site_id	match_id	collection_year_start	sequencing_type	#_of_individuals	seq_run_number	seq_complete?	hpc_name	hpc_path	read_length	project_owner	data_uploaded_by	geome_expedition_name	geome_expedition_guid	ncbi_bioproject_accession_number	ncbi_biosample_accession_number	ncbi_project_title	ncbi_data_public?	sequencing_notes	bioinformatics_notes
Sde_CVal_2021_LCWGS_5	Sde	C	Val	Guij	2021	LCWGS	64	5	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/5th_sequencing_run	PE_150	Omar_Mahadalle	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_CMat_2017_SSL_1	Sde	C	Mat	MatB	2017	SSL	2	1	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run	PE_150	Eric_Garcia	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sfa_ABas_1909_CSSL_1	Sfa	A	Bas	Basu	1909	CSSL	32	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus	PE_150	Jem_Baldisimo	John_Schaeffer	NA	NA	NA	NA	NA	NA	NA	NA
Sfa_CBas_2019_CSSL_1	Sfa	C	Bas	Basu	2019	CSSL	49	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus	PE_150	Jem_Baldisimo	John_Schaeffer	NA	NA	NA	NA	NA	NA	NA	NA
Sfa_ABas_1909_LCWGS_1	Sfa	A	Bas	Basu	1909	LCWGS	32	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run	PE_150	Mikaela_Salvador	Gianna_Mazzei	Sfa_1909_Mercedes_Camarines-Norte_lcwgs	https://n2t.net/ark:/21547/Fvh2	PRJNA1197747	NA	Salarias_fasciatus_1909_Mercedes_Camarines-Norte_lcwgs	No	NA	NA
Sfa_ABas_1909_LCWGS_2	Sfa	A	Bas	Basu	1909	LCWGS	35	2	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/2nd_sequencing_run	PE_150	Mikaela_Salvador	Gianna_Mazzei	Sfa_1909_Mercedes_Camarines-Norte_lcwgs	https://n2t.net/ark:/21547/Fvh2	PRJNA1197747	NA	Salarias_fasciatus_1909_Mercedes_Camarines-Norte_lcwgs	No	NA	NA
Sfa_ABas_1909_LCWGS_3	Sfa	A	Bas	Basu	1909	LCWGS	35	3	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/3rd_sequencing_run	PE_150	Mikaela_Salvador	Gianna_Mazzei	Sfa_1909_Mercedes_Camarines-Norte_lcwgs	https://n2t.net/ark:/21547/Fvh2	PRJNA1197747	NA	Salarias_fasciatus_1909_Mercedes_Camarines-Norte_lcwgs	No	NA	NA
Sfa_CBas_2019_LCWGS_1	Sfa	C	Bas	Basu	2019	LCWGS	49	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run	PE_150	Mikaela_Salvador	Gianna_Mazzei	Sfa_2019_Mercedes_Camarines-Norte_lcwgs	https://n2t.net/ark:/21547/Fvn2	PRJNA1196103	NA	Salarias_fasciatus_2019_Mercedes_Camarines-Norte_lcwgs	No	NA	NA
Sfa_CBas_2019_LCWGS_2	Sfa	C	Bas	Basu	2019	LCWGS	64	2	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/2nd_sequencing_run	PE_150	Mikaela_Salvador	Gianna_Mazzei	Sfa_2019_Mercedes_Camarines-Norte_lcwgs	https://n2t.net/ark:/21547/Fvn2	PRJNA1196103	NA	Salarias_fasciatus_2019_Mercedes_Camarines-Norte_lcwgs	No	NA	NA
Sfa_CBas_2019_LCWGS_3	Sfa	C	Bas	Basu	2019	LCWGS	48	3	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/3rd_sequencing_run	PE_150	Mikaela_Salvador	Gianna_Mazzei	Sfa_2019_Mercedes_Camarines-Norte_lcwgs	https://n2t.net/ark:/21547/Fvn2	PRJNA1196103	NA	Salarias_fasciatus_2019_Mercedes_Camarines-Norte_lcwgs	No	NA	NA
Sfa_CBas_2019_SSL_1	Sfa	C	Bas	Basu	2019	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/salarias_fasciatus	PE_150	Mikaela_Savador	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sfu_ABai_1908_LCWGS_1	Sfu	A	Bai	Bais	1908	LCWGS	8	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/siganus_fuscescens/1st_sequencing_run	PE_150	up_for_grabs	Mikaela_Salvador	Sfu_1908_BaisBay_NegrosOriental_lcwgs	https://n2t.net/ark:/21547/GWS2	PRJNA1312869	NA	Siganus_fuscescens_1908_BaisBay_NegrosOriental_lcwgs	No	NA	NA
Sfu_CBai_2019_SSL_1	Sfu	C	Bai	Bais	2019	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/siganus_fuscescens	PE_150	up_for_grabs	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sgr_AJol_1909_CSSL_1	Sgr	A	Jol	Jolo	1909	CSSL	92	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/spratelloides_gracilis	PE_150	up_for_grabs	NA	NA	NA	NA	NA	NA	NA	coverage_was_very_low	NA
Sgr_AMvi_1908_CSSL_1	Sgr	A	Mvi	Masi	1908	CSSL	86	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/spratelloides_gracilis	PE_150	up_for_grabs	NA	NA	NA	NA	NA	NA	NA	coverage_was_very_low	NA
Sgr_APal_1909_CSSL_1	Sgr	A	Pal	Samr	1909	CSSL	37	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/spratelloides_gracilis	PE_150	up_for_grabs	NA	NA	NA	NA	NA	NA	NA	coverage_was_very_low	NA
Sgr_CBir_2022_CSSL_1	Sgr	C	Bir	Samr	2022	CSSL	61	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/spratelloides_gracilis	PE_150	up_for_grabs	NA	NA	NA	NA	NA	NA	NA	coverage_was_very_low	NA
Sgr_CJol_2021_CSSL_1	Sgr	C	Jol	Jolo	2021	CSSL	61	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/spratelloides_gracilis	PE_150	up_for_grabs	NA	NA	NA	NA	NA	NA	NA	coverage_was_very_low	NA
Sgr_CMvi_2019_CSSL_1	Sgr	C	Mvi	Masi	2019	CSSL	64	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/spratelloides_gracilis	PE_150	up_for_grabs	NA	NA	NA	NA	NA	NA	NA	coverage_was_very_low	NA
Sgr_AJol_1909_LCWGS_1	Sgr	A	Jol	Jolo	1909	LCWGS	78	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run	PE_150	Jason Selwyn	Jason Selwyn	Sgr_1909_HadjiPanglimaTahil_Sulu_lcwgs	http://n2t.net/ark:/21547/GXu2	PRJNA1333975	NA	Spratelloides_gracilis_1909_HadjiPanglimaTahil_Sulu_lcwgs	No	NA	NA
Sgr_AMvi_1908_LCWGS_1	Sgr	A	Mvi	Masi	1908	LCWGS	88	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run	PE_150	Jason Selwyn	Jason Selwyn	Sgr_1908_Masinloc_Zambales_lcwgs	http://n2t.net/ark:/21547/GYA2	PRJNA1333897	NA	Spratelloides_gracilis_1908_Masinloc_Zambales_lcwgs	No	NA	NA
Sgr_APal_1909_LCWGS_1	Sgr	A	Pal	Samr	1909	LCWGS	47	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run	PE_150	Jason Selwyn	Jason Selwyn	Sgr_1909_Salvacion_NorthernSamar_lcwgs	http://n2t.net/ark:/21547/GYG2	PRJNA1333907	NA	Spratelloides_gracilis_1909_Salvacion_NorthernSamar_lcwgs	No	NA	NA
Sgr_CBir_2022_LCWGS_1	Sgr	C	Bir	Samr	2022	LCWGS	64	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run	PE_150	Jason Selwyn	Jason Selwyn	Sgr_2022_Biri_NorthernSamar_lcwgs	http://n2t.net/ark:/21547/GYM2	PRJNA1333913	NA	Spratelloides_gracilis_2022_Biri_NorthernSamar	No	NA	NA
Sgr_CJol_2021_LCWGS_1	Sgr	C	Jol	Jolo	2021	LCWGS	58	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run	PE_150	Jason Selwyn	Jason Selwyn	Sgr_2021_HadjiPanglimaTahil_Sulu_lcwgs	https://n2t.net/ark:/21547/GYZ2	PRJNA1333924	NA	Spratelloides_gracilis_2021_HadjiPanglimaTahil_Sulu	No	NA	NA
Sgr_CMvi_2019_LCWGS_1	Sgr	C	Mvi	Masi	2019	LCWGS	63	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run	PE_150	Jason Selwyn	Jason Selwyn	Sgr_2019_Palaulg_Zambales_lcwgs	http://n2t.net/ark:/21547/GYT2	PRJNA1333910	NA	Spratelloides_gracilis_2019_Palaulg_Zambales	No	NA	NA
Sgr_CMvi_2019_SSL_1	Sgr	C	Mvi	Masi	2019	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/spratelloides_gracilis	PE_150	up_for_grabs	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sin_APnd_1909_LCWGS_1	Sin	A	Pnd	Pand	1909	LCWGS	25	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_stethojulis_interrupta_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sin_1909_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GZL2	PRJNA1336944	NA	Stethojulis_interrupta_1909_Getafe_Bohol_lcwgs	NA	NA	NA
Sin_APnd_1909_LCWGS_2	Sin	A	Pnd	Pand	1909	LCWGS	25	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_stethojulis_interrupta_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sin_1909_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GZL2	PRJNA1336944	NA	Stethojulis_interrupta_1909_Getafe_Bohol_lcwgs	NA	NA	NA
Sin_CPnd_2021_LCWGS_1	Sin	C	Pnd	Pand	2021	LCWGS	64	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_stethojulis_interrupta_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sin_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GZS2	PRJNA1336794	NA	Stethojulis_interrupta_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Sin_CPnd_2021_LCWGS_2	Sin	C	Pnd	Pand	2021	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_stethojulis_interrupta_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sin_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GZS2	PRJNA1336794	NA	Stethojulis_interrupta_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Sin_CPnd_2021_SSL_1	Sin	C	Pnd	Pand	2021	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/stethojulis_interrupta	PE_150	John_Whalen	NA	Sin_2021_PandanonIsland_Bohol_ssl	NA	NA	NA	NA	NA	NA	NA
Sne_ABir_1909_LCWGS_2	Sne	A	Bir	Bali	1909	LCWGS	25	2	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Sne_1909_Biri_NorthernSamar_lcwgs	https://n2t.net/ark:/21547/GSq2	PRJNA1297188	NA	Sphaeramia_nematoptera_1909_Biri_NorthernSamar_lcwgs	No	NA	NA
Sne_ABir_1909_LCWGS_3	Sne	A	Bir	Bali	1909	LCWGS	28	3	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/3rd_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Sne_1909_Biri_NorthernSamar_lcwgs	https://n2t.net/ark:/21547/GSq2	PRJNA1297188	NA	Sphaeramia_nematoptera_1909_Biri_NorthernSamar_lcwgs	No	NA	NA
Sne_ARom_1908_LCWGS_4	Sne	A	Rom	Romb	1908	LCWGS	44	4	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/4th_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Sne_1908_Romblon_Romblon_lcwgs	https://n2t.net/ark:/21547/GTj2	PRJNA1299557	NA	Sphaeramia_nematoptera_1908_Romblon_Romblon_lcwgs	No	NA	NA
Sne_ARom_1908_LCWGS_5	Sne	A	Rom	Romb	1908	LCWGS	44	5	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/5th_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Sne_1908_Romblon_Romblon_lcwgs	https://n2t.net/ark:/21547/GTj2	PRJNA1299557	NA	Sphaeramia_nematoptera_1908_Romblon_Romblon_lcwgs	No	NA	NA
Sne_ATaw_1908_LCWGS_1	Sne	A	Taw	Tawi	1908	LCWGS	27	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Sne_1908_TataanPass_TawiTawi_lcwgs	https://n2t.net/ark:/21547/GTp2	PRJNA1303674	NA	Sphaeramia_nematoptera_1908_TataanPass_TawiTawi_lcwgs	No	NA	NA
Sne_CCab_2022_LCWGS_2	Sne	C	Cab	Bali	2022	LCWGS	64	2	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Sne_2022_Biri_NorthernSamar_lcwgs	https://n2t.net/ark:/21547/GTd2	PRJNA1299697	NA	Sphaeramia_nematoptera_2022_Biri_NorthernSamar_lcwgs	No	NA	NA
Sne_CCab_2022_LCWGS_3	Sne	C	Cab	Bali	2022	LCWGS	48	3	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/3rd_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Sne_2022_Biri_NorthernSamar_lcwgs	https://n2t.net/ark:/21547/GTd2	PRJNA1299697	NA	Sphaeramia_nematoptera_2022_Biri_NorthernSamar_lcwgs	No	NA	NA
Sne_CRom_2022_LCWGS_4	Sne	C	Rom	Romb	2022	LCWGS	64	4	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/4th_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Sne_2022_Romblon_Romblon_lcwgs	https://n2t.net/ark:/21547/GUQ2	PRJNA1307041	NA	Sphaeramia_nematoptera_2022_Romblon_Romblon_lcwgs	No	NA	NA
Sne_CRom_2022_LCWGS_5	Sne	C	Rom	Romb	2022	LCWGS	48	5	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/5th_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Sne_2022_Romblon_Romblon_lcwgs	https://n2t.net/ark:/21547/GUQ2	PRJNA1307041	NA	Sphaeramia_nematoptera_2022_Romblon_Romblon_lcwgs	No	NA	NA
Sne_CTaw_2021_LCWGS_1	Sne	C	Taw	Tawi	2021	LCWGS	56	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Sne_2021_Bongao_TawiTawi_lcwgs	https://n2t.net/ark:/21547/GUJ2	PRJNA1307042	NA	Sphaeramia_nematoptera_2021_Bongao_TawiTawi_lcwgs	No	NCBI: Sne_CTaw_074 reverse read (.2.fq.gz) is corrupted. Processed this individual's library strategy as ""single"" and submitted only the forward read (.1.fq.gz). BioSample Accession: SRR35216983. GEOME still lists individual as paired since library strategy is applied to all individuals in a spreadsheet (https://geome-db.org/record/ark:/21547/GUP2SneCTaw074.1) but I think this is fine since it was processed properly on the SRA	NA
Sne_CTaw_2019_LCWGS_1	Sne	C	Taw	Tawi	2019	LCWGS	15	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/1st_sequencing_run	PE_150	NA	Gianna_Mazzei	Sne_2019_Bongao_TawiTawi_lcwgs	https://n2t.net/ark:/21547/GUD2	PRJNA1307040	NA	Sphaeramia_nematoptera_2019_Bongao_TawiTawi_lcwgs	No	NA	NA
Sne_CTaw_2021_SSL_1	Sne	C	Taw	Tawi	2021	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/sphaeramia_nematoptera	PE_150	Jem_Baldisimo	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob_APnd_1909_LCWGS_1	Sob	A	Pnd	Pand	1909	LCWGS	96	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphyraena_obtusata_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sob_1909_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GaC2	PRJNA1337165	NA	Sphyraena_obtusata_1909_Getafe_Bohol_lcwgs	NA	NA	NA
Sob_APnd_1909_LCWGS_2	Sob	A	Pnd	Pand	1909	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphyraena_obtusata_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sob_1909_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GaC2	PRJNA1337165	NA	Sphyraena_obtusata_1909_Getafe_Bohol_lcwgs	NA	NA	NA
Sob_APnd_1909_LCWGS_3	Sob	A	Pnd	Pand	1909	LCWGS	48	3	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphyraena_obtusata_lcwgs/3rd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sob_1909_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GaC2	PRJNA1337165	NA	Sphyraena_obtusata_1909_Getafe_Bohol_lcwgs	NA	NA	NA
Sob_CPnd_2021_LCWGS_1	Sob	C	Pnd	Pand	2021	LCWGS	64	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphyraena_obtusata_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sob_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GaI2	PRJNA1337151	NA	Sphyraena_obtusata_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Sob_CPnd_2021_LCWGS_2	Sob	C	Pnd	Pand	2021	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphyraena_obtusata_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sob_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GaI2	PRJNA1337151	NA	Sphyraena_obtusata_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Sob_CPnd_2021_LCWGS_3	Sob	C	Pnd	Pand	2021	LCWGS	48	3	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphyraena_obtusata_lcwgs/3rd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sob_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GaI2	PRJNA1337151	NA	Sphyraena_obtusata_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Sob_CKal_2019_SSL_1	Sob	C	Kal	Connectivity	2019	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/sphyraena_obtusata	PE_150	John_Whalen	NA	Sob_2019_Kalibo_Panay_ssl	NA	NA	NA	NA	NA	NA	NA
Sor_ABur_1909_LCWGS_1	Sor	A	Bur	CanB	1909	LCWGS	16	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_orbicularis/1st_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Sor_1909_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/GZk2	PRJNA1336811	NA	Sphaeramia_orbicularis_1909_SanPascual_Masbate_lcwgs	NA	NA	NA
Sor_ACan_1909_LCWGS_1	Sor	A	Can	CanB	1909	LCWGS	55	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_orbicularis/1st_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Sor_1909_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/GZk2	PRJNA1336811	NA	Sphaeramia_orbicularis_1909_SanPascual_Masbate_lcwgs	NA	NA	NA
Sor_ACeb_1908_LCWGS_1	Sor	A	Ceb	Pand	1908	LCWGS	22	1	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sor_1908_CebuCity_Cebu_lcwgs	https://n2t.net/ark:/21547/GZe2	PRJNA1337154	NA	Sphaeramia_orbicularis_1908_CebuCity_Cebu_lcwgs	NA	NA	NA
Sor_ACeb_1908_LCWGS_2	Sor	A	Ceb	Pand	1908	LCWGS	22	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sor_1908_CebuCity_Cebu_lcwgs	https://n2t.net/ark:/21547/GZe2	PRJNA1337154	NA	Sphaeramia_orbicularis_1908_CebuCity_Cebu_lcwgs	NA	NA	NA
Sor_CBur_2022_LCWGS_1	Sor	C	Bur	CanB	2022	LCWGS	64	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_orbicularis/1st_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Sor_2022_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/GZq2	PRJNA1336813	NA	Sphaeramia_orbicularis_2022_SanPascual_Masbate_lcwgs	NA	NA	NA
Sor_CPnd_2021_LCWGS_1	Sor	C	Pnd	Pand	2021	LCWGS	64	1	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sor_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GZY2	PRJNA1337112	NA	Sphaeramia_orbicularis_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Sor_CPnd_2021_LCWGS_2	Sor	C	Pnd	Pand	2021	LCWGS	48	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sor_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GZY2	PRJNA1337112	NA	Sphaeramia_orbicularis_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Sor_CPnd_2021_LCWGS_3	Sor	C	Pnd	Pand	2021	LCWGS	48	3	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/3rd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Sor_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GZY2	PRJNA1337112	NA	Sphaeramia_orbicularis_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Ssp_AAtu_1909_CSSL_1	Ssp	A	Atu	AtuB	1909	CSSL	43	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/1st_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ssp_AAtu_1909_CSSL_2	Ssp	A	Atu	AtuB	1909	CSSL	43	2	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/2nd_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ssp_CGub_2017_CSSL_1	Ssp	C	Gub	AtuB	2017	CSSL	55	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/1st_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-CKal_014	Ssp	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PRJNA1052058	SAMN39830504	NA	No	denovo genome assembly	NA
Tbi_ARos_1909_CSSL_1	Tbi	A	Ros	Rosa	1909	CSSL	31	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/1st_sequencing_run	PE_150	Brendan_Reid	Brendan_Reid	Tbi_1909_RosaId_CamarinesSur	https://n2t.net/ark:/21547/FPb2	NA	NA	NA	NA	NA	NA
Tbi_ARos_1909_CSSL_2	Tbi	A	Ros	Rosa	1909	CSSL	31	2	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/2nd_sequencing_run	PE_150	Brendan_Reid	Brendan_Reid	Tbi_1909_RosaId_CamarinesSur	https://n2t.net/ark:/21547/FPb2	NA	NA	NA	NA	NA	NA
Tbi_CJos_2019_CSSL_1	Tbi	C	Jos	Rosa	2019	CSSL	63	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/1st_sequencing_run	PE_150	Brendan_Reid	Brendan_Reid	Tbi_2019_SanJose_CamarinesSur	https://n2t.net/ark:/21547/FPV2	NA	NA	NA	NA	NA	NA
Ssb-CGub_063	Tbi	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PRJNA1052058	SAMN38811640	NA	No	denovo genome assembly	NA
Ssb-CGub_020	Tbi	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PRJNA1052058	SAMN39830505	NA	No	denovo genome assembly	NA
